"","key","Key_RX_ProgID","Curr_RX_ProgID","RX_ProgName","RX_ProgDescription","DatabaseName","Org","ProgID","ProgName","ProgDescription","Lat","Long","Pop"
"2863","payroll","160",160,"Payroll Processing and Reporting","Process payroll for employees","RX_SteamboatSpringsCO","Routt County",1948,"Payroll Processing and Reporting","Process payroll for employees","40.4772","-107.1012",25220
"287","payroll","160",303,"Payroll Processing and Reporting","Process payroll for employees","RX_SteamboatSpringsCO","Routt County",2214,"Review approve and enter personnel transaction actions in HRIS Payroll","Process employee transactions new hire promotions change in pay changes in status separation entries etc and provide payroll support","40.4772","-107.1012",25220
"2881","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SteamboatSpringsCO","Routt County",2469,"Bi-weekly Payroll Journal Entry and Bank Deposit","Fund accounting for Bi-weekly payroll for all ach debits with regard to payroll taxes and retirement contributions.","40.4772","-107.1012",25220
"2892","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SteamboatSpringsCO","Routt County",2472,"Check Reconciliation and Positive Pay Fraud Protection Management","Create, verify, upload, and transmit check files to bank for positive pay/fraud protection (compares check number, amount, and payee info of presented check against file we send to bank). Review and approve/reject any suspect checks that are presented for payment. County Treasurer responsible for the preparation of resolution for stale dated checks prior to year end; present resolution to liaison committee for approval and forward resolution to full County Board. Research and provide copies of cancelled checks to various county departments as requested. Some departments require copies of cancelled checks for backup for various state or federal grants. Research and prepare notices for outstanding general and payroll checks. Provide a detailed spreadsheet to Finance and Payroll for replacement check follow-up.","40.4772","-107.1012",25220
"2743","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SalemOR","Salem",2375,"Financial System Management","Manage and maintain the core finanical system (payroll, HR, accounting, procurement, timekeeping, and asset management), including all system integrations, reporting tools, and service contracts.","44.939020","-123.039310",169798
"2731","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SalemOR","Salem",2325,"Payroll and Employee Benefits","In-house processing, auditing and reporting of payroll and employee benefits for the City of Salem and the Salem Housing Authority in compliance with government regulations.  Oversees the payments and reporting of contributions to the Oregon Public Employee Retirement System (PERS) on behalf of the City and Salem Housing Authority.","44.939020","-123.039310",169798
"2751","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SalemOR","Salem",2477,"Financial Support Services","Supports fiscal stewardship through accurate payroll and accounts payable processing.","44.939020","-123.039310",169798
"2781","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SouthJordanUT","South Jordan",1249,"Payroll Processing and Reporting","Process bi-weekly payroll for all employees, responsible for payroll taxes and related reports.  End of year reporting and W-2 dissemination.","40.5571","-111.9783",70954
"2821","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SouthJordanUT","South Jordan",1278,"Employee Database Maintenance/Management","Regular data-entry for employee records, to include personal information, benefits, compensation, payroll, and employee performance.","40.5571","-111.9783",70954
"2772","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_SherwoodParkABAB","Strathcona County",927,"Payroll","Timely and accurate processing of all salary and wages for employees on a biweekly or monthly basis. Ensures accuracy in time reporting and ensures rules and guidelines are followed. Liaises with pension administration to ensure accurate pension records for employees. Calculates and submits employer based remittances (e.g. to Canada Revenue Agency, Canada Pension Plan, Local Authorities Pension Plan).",NA,NA,NA
"3712","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4472,"ADMINISTRATIVE - Water Treatment Administration","Provide all administrative services for day-to-day operations of the plant; includes payroll, accounts payable, purchase orders, contracts, supplements, renewals, plant operations, maintaining personnel records, budget management, community outreach, EPA liaison, safety, legislation, human resources etc.",NA,NA,280000
"3093","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3190,"ADMINISTRATIVE   - Fire Department Support Services","Support Services Program encompasses budget preparation and monitoring, purchasing, payroll, scheduling, timekeeping, human resource activities, contracts and ordinances. This program works as the liaison with the city’s departments of Information & Communication Technology, Human Resources, Purchasing, Affirmative Action, Treasury, Budgeting and Accounts. The program prepares and guides the development of the department's processes, operations, training, and the department's common functions. The Program handles, in particular, the department's strategy, projects, structural organization as well as major policies of administration.",NA,NA,280000
"3632","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4390,"ADMINISTRATIVE - Water Reclamation Administration","Provide all administrative services for day-to-day operations of the Plant. Services include payroll, accounts payable, operating and CIP budget management, energy management, Plant management, community outreach, EPA liaison.",NA,NA,280000
"3453","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4079,"ADMINISTRATIVE - Sewer and Drainage Services Administration","Administrative cost to provide payroll, financial, purchasing and accounts payable functions for the division.  Administers contracts for supplies and materials needed to operate the office, field operations and the physical facility that are necessary in the day-to-day operations.",NA,NA,280000
"3052","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3146,"Audits/Investigation","1. Prepare/Audit City of Toledo Income Tax Returns; 2)Payroll Withholding Reconciliation Payments; 3)Processing of Toledo Income Tax Refunds; 4) Non-Filing Notices; 5) Tax payment collections; 6) Certificates of Compliance Processing; 7) Joint Economic Development Zoning (JEDZ) Payment Collections",NA,NA,280000
"3572","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4225,"ADMINISTRATIVE - Public Utilities Administration","Administrative functions of the division of Utilities Administration including payroll, accounts payable and human resource management.",NA,NA,280000
"3392","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3845,"ADMINISTRATIVE - Public Utilities Engineering Administration","Payroll, Accounts Receivable, Accounts Payable, Contract development and administration of Federal and State grants & loans.  Supervisory and management.",NA,NA,280000
"3592","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4226,"ADMINISTRATIVE - Public Utilities Administration","Administrative functions of the division of Utilities Administration including payroll, accounts payable and human resource management.",NA,NA,280000
"3032","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3132,"ADMINISTRATIVE - Finance Administration","Accounting and Financial Reporting Administration related to Payroll, Accounting and Financial Reporting, Accounts Receivable, and Accounts Payable.",NA,NA,280000
"2971","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3081,"ADMINISTRATIVE - Building Inspection Administration","Hold employee and management staff meetings, respond to customer questions and inquiries, review and revise employee processes, perform employee evaluations, prepare payroll, accept payments and enter deposits to SAP, monitor and maintain the budget track employee certifications and continuing education hours, review and revise TMC language and manage daily operations. Research files to ensure that the property does not have orders against it or has not undergone a change in use, address public records requests, prepare monthly reports documenting department activity.",NA,NA,280000
"2992","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3108,"Payroll","Administrates and processes the City's payroll, including updating employee records, 26 regular payroll cycles plus other special payrolls (i.e. severance checks, professional development, clothing allowance for police and fire).",NA,NA,280000
"3313","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3343,"ADMINISTRATIVE - Law Department General Administration","Provide administrative and secretarial support services to attorneys and Department including Case file management, reception duties, scheduling, office staff management, procurement, filing, payroll, etc..",NA,NA,280000
"3072","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3163,"Banking","PROCESS PAYROLL, ACCOUNTS PAYABLE AND TAX REFUNDS THROUGH CHECKS, ACHE'S, AND WIRE TRANSFERS.  MONITOR THE DAILY BANK BALANCES AND MAKE ADJUSTMENTS AS NEEDED FOR OPERATING CASH FLOW",NA,NA,280000
"3532","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4223,"ADMINISTRATIVE - Public Utilities Administration","Administrative functions of the division of Utilities Administration including payroll, accounts payable and human resource management.",NA,NA,280000
"3613","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4227,"ADMINISTRATIVE - Public Utilities Administration","Administrative functions of the division of Utilities Administration including payroll, accounts payable and human resource management.",NA,NA,280000
"3473","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4080,"ADMINISTRATIVE - Sewer and Drainage Services Administration","Administrative cost to provide payroll, financial, purchasing and accounts payable functions for the division.  Administers contracts for supplies and materials needed to operate the office, field operations and the physical facility that are necessary in the day-to-day operations.",NA,NA,280000
"3113","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3195,"Civil Service Commission Support and Compliance","Encompasses all areas pertaining to the Civil Service Commission, including biweekly meeting, Commission members payroll, court reporter as needed, mailings, employment appeals, background appeals, termination hearings, etc.",NA,NA,280000
"3014","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3124,"SAP System Software Operations & Maintenance","Licensing, maintenance, updating and hosting of the SAP ERP, Payroll and Timekeeping software",NA,NA,280000
"3352","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3345,"ADMINISTRATIVE - Law Department General Administration","Provide administrative and secretarial support services to attorneys and Department including Case file management, reception duties, scheduling, office staff management, procurement, filing, payroll, etc..",NA,NA,280000
"3332","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3344,"ADMINISTRATIVE - Law Department General Administration","Provide administrative and secretarial support services to attorneys and Department including Case file management, reception duties, scheduling, office staff management, procurement, filing, payroll, etc..",NA,NA,280000
"2931","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3059,"Prevailing Wage Compliance","Ensure that contractors are paying the applicable prevailing rate of wages for the classification of work being performed in accordance with state and/or federal provisions (i.e., ORC 4115, Davis Bacon Act, etc.).  Receive and review certified payrolls to ensure compliance. Monitor contractor work site activity.",NA,NA,280000
"3433","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3847,"ADMINISTRATIVE - Public Utilities Engineering Administration","Payroll, Accounts Receivable, Accounts Payable, Contract development and administration of Federal and State grants & loans.  Supervisory and management.",NA,NA,280000
"3213","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3209,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"3493","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4081,"ADMINISTRATIVE - Sewer and Drainage Services Administration","Administrative cost to provide payroll, financial, purchasing and accounts payable functions for the division.  Administers contracts for supplies and materials needed to operate the office, field operations and the physical facility that are necessary in the day-to-day operations.",NA,NA,280000
"3414","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3846,"ADMINISTRATIVE - Public Utilities Engineering Administration","Payroll, Accounts Receivable, Accounts Payable, Contract development and administration of Federal and State grants & loans.  Supervisory and management.",NA,NA,280000
"2951","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3060,"Prevailing Wage Compliance","Ensure that contractors are paying the applicable prevailing rate of wages for the classification of work being performed in accordance with state and/or federal provisions (i.e., ORC 4115, Davis Bacon Act, etc.).  Receive and review certified payrolls to ensure compliance. Monitor contractor work site activity.",NA,NA,280000
"3552","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4224,"ADMINISTRATIVE - Public Utilities Administration","Administrative functions of the division of Utilities Administration including payroll, accounts payable and human resource management.",NA,NA,280000
"3372","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3844,"ADMINISTRATIVE - Public Utilities Engineering Administration","Payroll, Accounts Receivable, Accounts Payable, Contract development and administration of Federal and State grants & loans.  Supervisory and management.",NA,NA,280000
"2912","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3058,"Prevailing Wage Compliance","Ensure that contractors are paying the applicable prevailing rate of wages for the classification of work being performed in accordance with state and/or federal provisions (i.e., ORC 4115, Davis Bacon Act, etc.).  Receive and review certified payrolls to ensure compliance. Monitor contractor work site activity.",NA,NA,280000
"3171","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3198,"Civil Service Commission Support and Compliance","Encompasses all areas pertaining to the Civil Service Commission, including biweekly meeting, Commission members payroll, court reporter as needed, mailings, employment appeals, background appeals, termination hearings, etc.",NA,NA,280000
"3515","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4082,"ADMINISTRATIVE - Sewer and Drainage Services Administration","Administrative cost to provide payroll, financial, purchasing and accounts payable functions for the division.  Administers contracts for supplies and materials needed to operate the office, field operations and the physical facility that are necessary in the day-to-day operations.",NA,NA,280000
"3653","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4391,"ADMINISTRATIVE - Water Reclamation Administration","Provide all administrative services for day-to-day operations of the Plant. Services include payroll, accounts payable, operating and CIP budget management, energy management, Plant management, community outreach, EPA liaison.",NA,NA,280000
"3673","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4392,"ADMINISTRATIVE - Water Reclamation Administration","Provide all administrative services for day-to-day operations of the Plant. Services include payroll, accounts payable, operating and CIP budget management, energy management, Plant management, community outreach, EPA liaison.",NA,NA,280000
"3693","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",4471,"ADMINISTRATIVE - Water Treatment Administration","Provide all administrative services for day-to-day operations of the plant; includes payroll, accounts payable, purchase orders, contracts, supplements, renewals, plant operations, maintaining personnel records, budget management, community outreach, EPA liaison, safety, legislation, human resources etc.",NA,NA,280000
"3292","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3213,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"3151","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3197,"Civil Service Commission Support and Compliance","Encompasses all areas pertaining to the Civil Service Commission, including biweekly meeting, Commission members payroll, court reporter as needed, mailings, employment appeals, background appeals, termination hearings, etc.",NA,NA,280000
"3272","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3212,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"3192","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3199,"Civil Service Commission Support and Compliance","Encompasses all areas pertaining to the Civil Service Commission, including biweekly meeting, Commission members payroll, court reporter as needed, mailings, employment appeals, background appeals, termination hearings, etc.",NA,NA,280000
"3132","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3196,"Civil Service Commission Support and Compliance","Encompasses all areas pertaining to the Civil Service Commission, including biweekly meeting, Commission members payroll, court reporter as needed, mailings, employment appeals, background appeals, termination hearings, etc.",NA,NA,280000
"3251","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3211,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"3232","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_ToledoOH","Toledo, OH",3210,"Employee Safety Training","Provide customized safety training to  employees based on their particular position or work location, including training on personal protective equipment, how to safely get in/out vehicles, traffic pattern training, CPR/First Aid training, etc. Also, coordinate and conduct training on matters such as payroll contract interpretation, workplace violence, and reasonable suspicion for drug and/or alcohol testing, in an effort to proactively address personnel matters.",NA,NA,280000
"3723","payroll","160",160,"Payroll Processing and Reporting","Process payroll for employees","RX_TrinidadCO","Trinidad, CO",626,"Payroll","The City employs between 150 to 200 employees per year.
In addition to issuing paychecks, the department must
also process benefits for those employees.","37.174057","-104.490984",8103
"3763","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",741,"Administration","Management; Clerical Office Support; Payroll; Budget; Web-site Maintenance; Public Relations; Tax Exemption and Tax Grievance Application Processing;  AAE - Add, Abate, Escapes Processing",NA,NA,NA
"3731","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",53,"Payroll Program","Payroll Program",NA,NA,NA
"3751","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",735,"Office management and administration.","Budgeting, purchasing, payroll, security, supplies, employee performance",NA,NA,NA
"3771","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",788,"Cayenta Administration for HR","Oversee and manage the security of the Human Resources / Payroll Cayenta system for transactions (hires, LOA, Separations, transfers, Suspensions, etc.)",NA,NA,NA
"3742","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_UnifiedGovKS","Unified Government at Wyandotte County and Kansas City",607,"Administrative Supoort","Department administration including budget, reporting, payroll, personnel management, scheduling, general training and nonprogram specific tasks.",NA,NA,NA
"3791","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",23,"ADMINISTRATIVE - Human Services Department Administration","Includes accounts payable, accounts receivable, budgeting, time cards/payroll and operational support (onboarding new staff, work orders, office moves, supplies, etc.)","43.3933","-88.2461",135101
"387","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",373,"Financial Research and Special Projects","Projects within finance and payroll areas including department specific assistance (HSD, Samaritan, etc) that is billed back.  Could also include process improvement for accounting (within or outside finance), research projects, and one-time/non-recurring work on various accounting/fiscal needs (within or outside finance).","43.3933","-88.2461",135101
"3914","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",904,"Accounting Services","The accounting services are covered by a shared combination of the County Finance Department and the Samaritan Campus.  Under this service the following services are included:  Oversight of the Samaritan Campus's Business Office including the receptionist function, accounts receivable and payable, payroll, purchasing, budget presentation and tracking, financial auditing and financial filing and reporting.","43.3933","-88.2461",135101
"385","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",354,"Payroll Processing and Reporting","Process bi-weekly and monthly payrolls, generate payroll reports including tax reporting (941 etc.), time card entry and review, year end processing including W2's, print and distribute checks/stubs.","43.3933","-88.2461",135101
"3931","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",908,"Payroll","The employee payroll services is covered by an ‘in-house’ payroll person who prepares 170 employees pay voucher by means of individual time-clock and Exception Reports, verifying accuracy and maintaining a PTO record.  The County’s Finance Department is responsible for the direct-deposit transaction as well as  preparation of the employee statement.  The payroll person also works closely with the County’s Human Resources Department regarding pay issues and concerns.","43.3933","-88.2461",135101
"389","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",403,"Payroll and Personnel Management","Daily, bi-weekly, and annual payroll accounting and processing operations.  Calculation of severance/retirement payouts, Liaison between HR and Highway employees in respect to insurance programs (health, workers compensation, etc.) and other HR issues (FMLA, drug testing, etc.).   Reconcile payroll and benefit data (including retirement/severance) with job costing data.  Approve time off requests.  Work with HR on FMLA, hiring, termination issues.","43.3933","-88.2461",135101
"3831","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",353,"Financial Forecasting, Projections & Planning","Annual payroll projections for budget prep, review and assist with mid-year forecasts in relation to budget reporting, forecasting as needed/requested to assist in decision making processes.","43.3933","-88.2461",135101
"3811","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashingtonCountyWIWI","Washington County, WI",295,"Check Reconciliation and Positive Pay Fraud Protection Management","Create, verify, upload, and transmit check files to bank for positive pay/fraud protection (compares check number, amount, and payee info of presented check against file we send to bank). Review and approve/reject any suspect checks that are presented for payment.  County Treasurer responsible for the preparation of resolution for stale dated checks prior to year end; present resolution to liaison committee for approval and forward resolution to full County Board. Research and provide copies of cancelled checks to various county departments as requested.  Some departments require copies of cancelled checks for backup for various state or federal grants. Research and prepare notices for outstanding general and payroll checks.  Provide a detailed spreadsheet to Finance and Payroll for replacement check follow-up.","43.3933","-88.2461",135101
"4071","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16840,"Sub Payroll Process","none",NA,NA,NA
"3952","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",15807,"Administrative Support","Purchasing, Budget, Contract Management, Payroll, Personnel, Staff Management",NA,NA,NA
"3963","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",15816,"AESOP","Daily, this system is used for assignment of custodial subs for the sites & tracking hour for payroll.",NA,NA,NA
"4062","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16836,"Payroll","none",NA,NA,NA
"3942","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",15799,"Accounts Payable Processing","Processing vendor payments, employee mileage and per diem; 1099 Misc processing; process payroll liabilities",NA,NA,NA
"4003","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16373,"Payroll","Process monthly and bi-weekly payrolls and supplemental payrolls; lump sum payouts; liability payments (information to vendors);",NA,NA,NA
"3991","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16220,"Implementation of negotiated agreements & changes","Work with IT, Payroll and PC to implement various negotiated agreement changes on an on-going basis to include creation and management of new processes, changing salary schedules, etc.",NA,NA,NA
"3983","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16156,"General Accounting","Record JVs, review financial accounts, year end accruals, fixed assets review/balancing, balance sheet account review and recon of payroll liability accounts; bank reconciliations;",NA,NA,NA
"4043","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16377,"Payroll Reporting and Year-end processing","W-2 and 1099R processing; quarterly 941 balancing and reconciling; process review and report development",NA,NA,NA
"4031","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16376,"Payroll Processing and Reporting","Processing of payroll for Transportation.  Maintaining compliance with Union Contracts and Federal Regulations.  Reporting of absences, and vacations.",NA,NA,NA
"4013","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16374,"Payroll/P-Card/Purchasing","Prepare payroll batch for Certified Substitute Teachers; enter payroll for SpEd Aide On-Call employees.",NA,NA,NA
"4051","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16496,"Risk management accounting","1095C processing; payroll liability recon (for ins accounts); review TPA bank reconciliations; JVs for weekly TPA funding;",NA,NA,NA
"4023","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16375,"Payroll","Review and approve Housekeeping payroll.  Approve overtime request from site custodial staffs.",NA,NA,NA
"3972","payroll","160",NA,"Payroll Processing and Reporting","Process payroll for employees","RX_WashoeSchoolsRenoNV","Washoe County School District",16069,"EC vacation payout","Annually EC members elect to have some vacation paid out, work with HR EA to gather the forms, calculate the payout amount, work with payroll to process.",NA,NA,NA
"4082","payroll","160",160,"Payroll Processing and Reporting","Process payroll for employees","RX_WheatRidgeCO","Wheat Ridge",1537,"Payroll Processing","None","39.7661","-105.0772",31294
"4091","payroll","160",160,"Payroll Processing and Reporting","Process payroll for employees","RX_WheatRidgeCO","Wheat Ridge",1538,"Payroll Reporting and Year-end processing","None","39.7661","-105.0772",31294
"1053","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BattleCreekMI","Battle Creek",49,"Budget Development","Prepares operating and capital budgets with accurate and relevant information in an easily understood manner to foster sound decision-making.","42.2985","-85.2295",51286
"1516","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BoiseID","Boise",85,"Budget Development","Overall management and support of the annual development of the city’s budget, including but not limited to, strategic planning meetings, departmental support, revenue forecasts, expenditure forecasts/targets, the creation of the budget book, public hearings, and certification.","43.5991","-116.2306",226570
"1315","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BoiseID","Boise",83,"Budget Maintenance","Program includes all maintenance of the budget occurring outside of the budget development cycle.  Items include budget change requests (no Council action) and Interim Budget Change Requests that require Council approval per State Statue. Program also includes triaging budget errors in the ERP system.","43.5991","-116.2306",226570
"1415","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BoiseID","Boise",84,"Priority Based Budgeting","Priority based budgeting is a recommended best practice that provides data to inform financial resourcing decisions. This program includes the annual maintenance of the allocations, data and the integration into the Budget Development process.","43.5991","-116.2306",226570
"1615","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BourneMA","Bourne",2030,"Budget Development","Prepares a schedule of Sources and Uses which balances the estimated revenues of the town with the proposed budgeted expenditures.  Once budgets are finalized by the Town Administrator and salaries are verified as submitted, final adjustments of revenues and expenditures are made to arrive at a balanced budget.",NA,NA,NA
"2013","budget development","169",NA,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget","RX_BransonMO","Branson, MO",265,"Budget Development and Preparation","Creating Budget Instructions, Budget Calendar, Budget Worksheets, Budget templates.  Budget Meetings with Departments and Board, Data Compilation. Researching and implementing cost and strategic budget methods to assist our City in further Community Development.","36.644180","-93.232727",11430
